prob_default,uncertainty,segment
0.5780898,0.021121882,Medium / Monitor
0.3513794,0.012469332,Medium / Monitor
0.38780558,0.015466954,Medium / Monitor
0.41161105,0.014070817,Medium / Monitor
0.37070772,0.015516984,Medium / Monitor
0.40014687,0.046699103,Medium / Monitor
0.5882389,0.03259986,Medium / Monitor
0.19494013,0.030056663,Low Risk
0.7719092,0.011905573,High Risk (Confident)
0.5170594,0.026874313,Medium / Monitor
0.34979308,0.02567658,Medium / Monitor
0.32644373,0.020661311,Medium / Monitor
0.38457137,0.047226463,Medium / Monitor
0.5451761,0.016806085,Medium / Monitor
0.57186645,0.040404204,Medium / Monitor
0.44423115,0.019812973,Medium / Monitor
0.35482076,0.015299829,Medium / Monitor
0.7232802,0.015757663,High Risk (Confident)
0.38542268,0.04028218,Medium / Monitor
0.57224,0.027075991,Medium / Monitor
0.62600774,0.037666097,Medium / Monitor
0.6677191,0.013520577,Medium / Monitor
0.52767366,0.017644823,Medium / Monitor
0.26991072,0.025758596,Low Risk
0.45093596,0.022992283,Medium / Monitor
0.5247514,0.018447708,Medium / Monitor
0.6840439,0.018671889,Medium / Monitor
0.5417256,0.04112755,Medium / Monitor
0.5689402,0.04162454,Medium / Monitor
0.31630215,0.01717886,Medium / Monitor
0.4791093,0.059016015,Medium / Monitor
0.5187709,0.01787239,Medium / Monitor
0.3541314,0.012718747,Medium / Monitor
0.7351606,0.015098587,High Risk (Confident)
0.55916256,0.029600553,Medium / Monitor
0.5640506,0.047831014,Medium / Monitor
0.25135702,0.03128086,Low Risk
0.5098513,0.08288313,Medium / Monitor
0.5082737,0.01461759,Medium / Monitor
0.24289633,0.015524101,Low Risk
0.31968725,0.020411216,Medium / Monitor
0.6423015,0.019569822,Medium / Monitor
0.14547427,0.028528662,Low Risk
0.51474357,0.018048493,Medium / Monitor
0.5166563,0.01741521,Medium / Monitor
0.27489546,0.021094255,Low Risk
0.7752874,0.013298828,High Risk (Confident)
0.37516376,0.0132772075,Medium / Monitor
0.35299566,0.0174018,Medium / Monitor
0.3226588,0.026362624,Medium / Monitor
0.42690337,0.0348609,Medium / Monitor
0.5850224,0.033300694,Medium / Monitor
0.6814644,0.013259422,Medium / Monitor
0.5599879,0.015880907,Medium / Monitor
0.6517897,0.011855909,Medium / Monitor
0.6771053,0.018337665,Medium / Monitor
0.7143844,0.020813333,High Risk (Confident)
0.27930441,0.016382352,Low Risk
0.6561052,0.021438234,Medium / Monitor
0.113981806,0.015299787,Low Risk
0.6056116,0.03899574,Medium / Monitor
0.61677307,0.013081306,Medium / Monitor
0.3531137,0.017920047,Medium / Monitor
0.48045915,0.023042126,Medium / Monitor
0.480146,0.021571873,Medium / Monitor
0.21313013,0.04970145,Low Risk
0.32719985,0.026481101,Medium / Monitor
0.26268646,0.019696957,Low Risk
0.18334359,0.037446175,Low Risk
0.7430889,0.0126680005,High Risk (Confident)
0.6202991,0.025816223,Medium / Monitor
0.35773328,0.020796897,Medium / Monitor
0.2238005,0.02042998,Low Risk
0.37591487,0.02578316,Medium / Monitor
0.4781667,0.022156144,Medium / Monitor
0.57634574,0.016202593,Medium / Monitor
0.5778585,0.025930028,Medium / Monitor
0.5780109,0.023770124,Medium / Monitor
0.32778677,0.015210679,Medium / Monitor
0.5014978,0.018339796,Medium / Monitor
0.6671043,0.032273408,Medium / Monitor
0.2831637,0.020788437,Low Risk
0.39855283,0.03283427,Medium / Monitor
0.43378845,0.024825405,Medium / Monitor
0.5667145,0.023894979,Medium / Monitor
0.43094504,0.020077378,Medium / Monitor
0.1766151,0.018917184,Low Risk
0.4288604,0.032885514,Medium / Monitor
0.3199768,0.018985255,Medium / Monitor
0.26762882,0.028839517,Low Risk
0.38542423,0.022810424,Medium / Monitor
0.40496582,0.031402986,Medium / Monitor
0.38350773,0.024452489,Medium / Monitor
0.6487585,0.021257577,Medium / Monitor
0.4767793,0.02507072,Medium / Monitor
0.25399378,0.034616236,Low Risk
0.29651633,0.025959836,Low Risk
0.47326818,0.03015806,Medium / Monitor
0.39824465,0.019110678,Medium / Monitor
0.43119952,0.010823377,Medium / Monitor
0.23906818,0.025599001,Low Risk
0.5516272,0.05282055,Medium / Monitor
0.66657156,0.027532857,Medium / Monitor
0.11512567,0.016541898,Low Risk
0.17657961,0.021441119,Low Risk
0.16489242,0.014905429,Low Risk
0.4036918,0.017045412,Medium / Monitor
0.61862,0.01817891,Medium / Monitor
0.4650866,0.013784264,Medium / Monitor
0.36690173,0.015673561,Medium / Monitor
0.66573524,0.028742371,Medium / Monitor
0.29171845,0.017749207,Low Risk
0.2207927,0.03532494,Low Risk
0.64547616,0.030392746,Medium / Monitor
0.60524154,0.029370949,Medium / Monitor
0.50416934,0.026241168,Medium / Monitor
0.40889597,0.021145618,Medium / Monitor
0.05994708,0.023635453,Low Risk
0.51398045,0.022870393,Medium / Monitor
0.36834523,0.03125179,Medium / Monitor
0.45138818,0.027064731,Medium / Monitor
0.45909145,0.022227127,Medium / Monitor
0.3325249,0.025824854,Medium / Monitor
0.5885158,0.018044613,Medium / Monitor
0.62184006,0.011979216,Medium / Monitor
0.38900977,0.017197821,Medium / Monitor
0.5561888,0.027642043,Medium / Monitor
0.5056171,0.021283204,Medium / Monitor
0.48138744,0.020863587,Medium / Monitor
0.5625668,0.018392041,Medium / Monitor
0.68495494,0.024665728,Medium / Monitor
0.47015634,0.018378446,Medium / Monitor
0.4400053,0.016905902,Medium / Monitor
0.31498268,0.017225679,Medium / Monitor
0.569725,0.021799311,Medium / Monitor
0.5039684,0.021330232,Medium / Monitor
0.42889687,0.023200447,Medium / Monitor
0.5797153,0.020170173,Medium / Monitor
0.62250143,0.017123684,Medium / Monitor
0.6858244,0.014924762,Medium / Monitor
0.4569961,0.023082543,Medium / Monitor
0.4475508,0.0145560205,Medium / Monitor
0.13503782,0.02939998,Low Risk
0.645557,0.0152959945,Medium / Monitor
0.48733184,0.015977023,Medium / Monitor
0.45698246,0.017427906,Medium / Monitor
0.42409354,0.014779795,Medium / Monitor
0.7011741,0.024176765,High Risk (Confident)
0.7133875,0.011851393,High Risk (Confident)
0.4285248,0.028103905,Medium / Monitor
0.42252883,0.016843528,Medium / Monitor
0.708102,0.010630885,High Risk (Confident)
0.5579575,0.035005994,Medium / Monitor
0.3765301,0.028265703,Medium / Monitor
0.20055407,0.011378152,Low Risk
0.3703449,0.017876338,Medium / Monitor
0.331051,0.04025957,Medium / Monitor
0.49826205,0.031370535,Medium / Monitor
0.41992605,0.015007865,Medium / Monitor
0.72306544,0.015939381,High Risk (Confident)
0.076590925,0.020048728,Low Risk
0.70911634,0.024097184,High Risk (Confident)
0.2907568,0.022155402,Low Risk
0.5186179,0.018208183,Medium / Monitor
0.30030125,0.015918234,Medium / Monitor
0.27625236,0.015472867,Low Risk
0.28244525,0.018920988,Low Risk
0.6636678,0.026694393,Medium / Monitor
0.26075166,0.011196412,Low Risk
0.5338844,0.015206406,Medium / Monitor
0.22044125,0.016273145,Low Risk
0.48038313,0.024891708,Medium / Monitor
0.39492628,0.01295756,Medium / Monitor
0.14075065,0.012725272,Low Risk
0.31752637,0.011031381,Medium / Monitor
0.6581971,0.02234044,Medium / Monitor
0.4354542,0.038148925,Medium / Monitor
0.6757055,0.020764325,Medium / Monitor
0.4617088,0.030025342,Medium / Monitor
0.4964953,0.013242302,Medium / Monitor
0.44694364,0.027391093,Medium / Monitor
0.4368919,0.01622427,Medium / Monitor
0.5280195,0.023325665,Medium / Monitor
0.050223313,0.021513376,Low Risk
0.13415869,0.01335586,Low Risk
0.43446502,0.017041378,Medium / Monitor
0.6121864,0.026628302,Medium / Monitor
0.47171268,0.016092703,Medium / Monitor
0.75683874,0.0147660775,High Risk (Confident)
0.33647397,0.013785721,Medium / Monitor
0.5510728,0.039565284,Medium / Monitor
0.7298739,0.0179023,High Risk (Confident)
0.48811612,0.047482584,Medium / Monitor
0.29892617,0.016051864,Low Risk
0.09661452,0.015067464,Low Risk
0.45603925,0.025016876,Medium / Monitor
0.6123077,0.018170875,Medium / Monitor
0.4096626,0.041673783,Medium / Monitor
0.4039022,0.01620887,Medium / Monitor
0.4557552,0.022829235,Medium / Monitor
0.3015152,0.04514526,Medium / Monitor
0.4769725,0.021183632,Medium / Monitor
0.28824723,0.018544152,Low Risk
0.59775543,0.024237016,Medium / Monitor
0.528396,0.041494068,Medium / Monitor
0.20943122,0.016596412,Low Risk
0.5919456,0.038654365,Medium / Monitor
0.24748762,0.02703723,Low Risk
0.38813108,0.023401512,Medium / Monitor
0.6650993,0.0632718,Medium / Monitor
0.32364926,0.011368415,Medium / Monitor
0.2882393,0.0272467,Low Risk
0.2961601,0.0144215785,Low Risk
0.68746567,0.012737633,Medium / Monitor
0.2912235,0.020084996,Low Risk
0.539326,0.022202304,Medium / Monitor
0.445111,0.025954677,Medium / Monitor
0.30502945,0.027338076,Medium / Monitor
0.5737604,0.027573023,Medium / Monitor
0.45860747,0.01637431,Medium / Monitor
0.51412624,0.024409993,Medium / Monitor
0.4831191,0.020269193,Medium / Monitor
0.48683065,0.019695546,Medium / Monitor
0.16546366,0.018780112,Low Risk
0.6248041,0.018324168,Medium / Monitor
0.40403047,0.024347862,Medium / Monitor
0.2671891,0.02840524,Low Risk
0.28677914,0.0191191,Low Risk
0.6670185,0.01779939,Medium / Monitor
0.6165143,0.021636203,Medium / Monitor
0.36668667,0.020770177,Medium / Monitor
0.6105768,0.033988092,Medium / Monitor
0.65128386,0.017980855,Medium / Monitor
0.37524685,0.04514282,Medium / Monitor
0.40783212,0.014629711,Medium / Monitor
0.44107655,0.027672429,Medium / Monitor
0.3814379,0.012856858,Medium / Monitor
0.42150396,0.018830443,Medium / Monitor
0.42279306,0.029365886,Medium / Monitor
0.5236602,0.036440823,Medium / Monitor
0.42281142,0.04418305,Medium / Monitor
0.33675587,0.07030216,Medium / Monitor
0.40549323,0.014082966,Medium / Monitor
0.36223647,0.032733794,Medium / Monitor
0.4827157,0.020251438,Medium / Monitor
0.4280821,0.013757379,Medium / Monitor
0.47403848,0.025622861,Medium / Monitor
0.49281618,0.02939299,Medium / Monitor
0.5134048,0.020044047,Medium / Monitor
0.52600753,0.01147006,Medium / Monitor
0.4811661,0.019321162,Medium / Monitor
0.7973766,0.014894434,High Risk (Confident)
0.7034276,0.015859604,High Risk (Confident)
0.39836997,0.025736943,Medium / Monitor
0.5598637,0.023970848,Medium / Monitor
0.69832844,0.060686998,Medium / Monitor
0.26241356,0.012789515,Low Risk
0.3785948,0.01621607,Medium / Monitor
0.46800864,0.026420709,Medium / Monitor
0.30712658,0.022733957,Medium / Monitor
0.6421124,0.020467987,Medium / Monitor
0.49487656,0.016524699,Medium / Monitor
0.73353666,0.0274144,High Risk (Confident)
0.32777664,0.029256634,Medium / Monitor
0.6675981,0.017952504,Medium / Monitor
0.56408346,0.03322907,Medium / Monitor
0.4079662,0.01779823,Medium / Monitor
0.23857926,0.021354932,Low Risk
0.23118035,0.017753595,Low Risk
0.8007464,0.014806486,High Risk (Confident)
0.67816633,0.020493053,Medium / Monitor
0.38374394,0.017579986,Medium / Monitor
0.5694632,0.02667451,Medium / Monitor
0.2604348,0.0226349,Low Risk
0.57742345,0.027647102,Medium / Monitor
0.115913324,0.014270496,Low Risk
0.3771918,0.035493195,Medium / Monitor
0.5025605,0.040175304,Medium / Monitor
0.3731994,0.017771782,Medium / Monitor
0.4150829,0.018798709,Medium / Monitor
0.5629228,0.019908162,Medium / Monitor
0.443454,0.02345003,Medium / Monitor
0.48440218,0.03033988,Medium / Monitor
0.3473584,0.016244322,Medium / Monitor
0.20063709,0.021246517,Low Risk
0.68427604,0.0138788335,Medium / Monitor
0.5952582,0.020559996,Medium / Monitor
0.64833105,0.016083093,Medium / Monitor
0.67285,0.015360729,Medium / Monitor
0.39377573,0.034271434,Medium / Monitor
0.5860165,0.014585356,Medium / Monitor
0.5411691,0.01928011,Medium / Monitor
0.379953,0.030913657,Medium / Monitor
0.48655155,0.03420542,Medium / Monitor
0.4137749,0.03569809,Medium / Monitor
0.48136914,0.01570613,Medium / Monitor
0.32572296,0.038986374,Medium / Monitor
0.72929764,0.017607635,High Risk (Confident)
0.44993794,0.02756533,Medium / Monitor
0.35451782,0.019851541,Medium / Monitor
0.5996449,0.01839167,Medium / Monitor
0.30224913,0.033793088,Medium / Monitor
0.26500085,0.01793382,Low Risk
0.3468,0.030882673,Medium / Monitor
0.4091638,0.012864017,Medium / Monitor
0.47991464,0.017341565,Medium / Monitor
0.6037298,0.025463661,Medium / Monitor
0.25392708,0.01568803,Low Risk
0.38636377,0.023386478,Medium / Monitor
0.7047295,0.034245536,High Risk (Confident)
0.5764981,0.0301251,Medium / Monitor
0.39273527,0.021582363,Medium / Monitor
0.45555106,0.01737508,Medium / Monitor
0.5444976,0.016385939,Medium / Monitor
0.2373667,0.066054605,Low Risk
0.2684806,0.035634287,Low Risk
0.634181,0.01662399,Medium / Monitor
0.72505265,0.014600014,High Risk (Confident)
0.67326444,0.020749321,Medium / Monitor
0.6171747,0.037720364,Medium / Monitor
0.7068214,0.021645386,High Risk (Confident)
0.7019752,0.02205171,High Risk (Confident)
0.49592686,0.02472434,Medium / Monitor
0.45043266,0.018928051,Medium / Monitor
0.3710971,0.02040742,Medium / Monitor
0.5897291,0.017677937,Medium / Monitor
0.72574174,0.018245744,High Risk (Confident)
0.42650843,0.016550655,Medium / Monitor
0.6358417,0.019053087,Medium / Monitor
0.30661055,0.021525053,Medium / Monitor
0.50560135,0.017060032,Medium / Monitor
0.33442524,0.024891943,Medium / Monitor
0.559673,0.016697466,Medium / Monitor
0.4393099,0.0179138,Medium / Monitor
0.5355535,0.0142527595,Medium / Monitor
0.5908178,0.013412511,Medium / Monitor
0.593012,0.014151799,Medium / Monitor
0.33910316,0.01815634,Medium / Monitor
0.4839679,0.022426346,Medium / Monitor
0.37653607,0.013482972,Medium / Monitor
0.37731916,0.033057068,Medium / Monitor
0.42348814,0.034052208,Medium / Monitor
0.3922728,0.020480163,Medium / Monitor
0.74566346,0.020724196,High Risk (Confident)
0.50280535,0.020295948,Medium / Monitor
0.66214025,0.019740768,Medium / Monitor
0.28999856,0.019379267,Low Risk
0.58555675,0.019762931,Medium / Monitor
0.1739386,0.01729777,Low Risk
0.29288298,0.015003131,Low Risk
0.41472757,0.024989856,Medium / Monitor
0.49374992,0.022332715,Medium / Monitor
0.40445846,0.028792331,Medium / Monitor
0.5687669,0.019302696,Medium / Monitor
0.3800673,0.018067168,Medium / Monitor
0.6378231,0.014113624,Medium / Monitor
0.04640193,0.017417692,Low Risk
0.5437847,0.021045104,Medium / Monitor
0.6594162,0.015817197,Medium / Monitor
0.3754702,0.038303815,Medium / Monitor
0.738417,0.016725214,High Risk (Confident)
0.538423,0.021149278,Medium / Monitor
0.50888604,0.020930424,Medium / Monitor
0.37838665,0.016625093,Medium / Monitor
0.6679317,0.011561317,Medium / Monitor
0.7409583,0.018889112,High Risk (Confident)
0.22249839,0.018502608,Low Risk
0.517762,0.014878237,Medium / Monitor
0.22465007,0.031169618,Low Risk
0.47940162,0.014623141,Medium / Monitor
0.53235793,0.049864724,Medium / Monitor
0.32260212,0.024966614,Medium / Monitor
0.12783764,0.014786709,Low Risk
0.28473094,0.02293095,Low Risk
0.41283926,0.019429674,Medium / Monitor
0.39468506,0.018102804,Medium / Monitor
0.16785756,0.012547921,Low Risk
0.5926319,0.014509246,Medium / Monitor
0.37206706,0.06447313,Medium / Monitor
0.25720966,0.019179232,Low Risk
0.51526296,0.019770565,Medium / Monitor
0.5530711,0.025374077,Medium / Monitor
0.32870337,0.018459147,Medium / Monitor
0.35135704,0.014576144,Medium / Monitor
0.41941985,0.019176604,Medium / Monitor
0.5347042,0.02420174,Medium / Monitor
0.4026422,0.02405713,Medium / Monitor
0.32542932,0.017901104,Medium / Monitor
0.7302602,0.012732795,High Risk (Confident)
0.7021701,0.01897053,High Risk (Confident)
0.061786268,0.029869217,Low Risk
0.33566424,0.032332078,Medium / Monitor
0.5047338,0.02397198,Medium / Monitor
0.4145804,0.020064035,Medium / Monitor
0.2964043,0.017638078,Low Risk
0.44832835,0.029196601,Medium / Monitor
0.29602247,0.054627225,Low Risk
0.5605973,0.03493401,Medium / Monitor
0.42138687,0.03407578,Medium / Monitor
0.36551514,0.040282972,Medium / Monitor
0.31973508,0.050482936,Medium / Monitor
0.34492472,0.025095643,Medium / Monitor
0.19439821,0.027353812,Low Risk
0.4921381,0.014550588,Medium / Monitor
0.24786468,0.015308418,Low Risk
0.324218,0.0282495,Medium / Monitor
0.41512975,0.042630464,Medium / Monitor
0.52169764,0.034891434,Medium / Monitor
0.5999501,0.018983766,Medium / Monitor
0.40491852,0.018963182,Medium / Monitor
0.49251965,0.015974892,Medium / Monitor
0.4882138,0.021361113,Medium / Monitor
0.5905968,0.02818592,Medium / Monitor
0.5748134,0.023374852,Medium / Monitor
0.72824025,0.031442575,High Risk (Confident)
0.69975585,0.012379803,Medium / Monitor
0.28353956,0.014245408,Low Risk
0.40206665,0.021929406,Medium / Monitor
0.7455986,0.018817471,High Risk (Confident)
0.5454636,0.02225522,Medium / Monitor
0.59700507,0.026896492,Medium / Monitor
0.48718178,0.013838191,Medium / Monitor
0.35591576,0.014898886,Medium / Monitor
0.6264818,0.012452198,Medium / Monitor
0.32105187,0.048636157,Medium / Monitor
0.38856062,0.02391741,Medium / Monitor
0.55885893,0.017299727,Medium / Monitor
0.35762727,0.028292533,Medium / Monitor
0.65923196,0.021280797,Medium / Monitor
0.34306452,0.029413141,Medium / Monitor
0.25759345,0.024797564,Low Risk
0.51509947,0.018905057,Medium / Monitor
0.42066526,0.040050074,Medium / Monitor
0.6002378,0.018042536,Medium / Monitor
0.6455982,0.056639303,Medium / Monitor
0.4233196,0.04745426,Medium / Monitor
0.54340464,0.019825986,Medium / Monitor
0.8075181,0.01573031,High Risk (Confident)
0.3053176,0.013797369,Medium / Monitor
0.5246742,0.021250919,Medium / Monitor
0.2666196,0.023940597,Low Risk
0.47903582,0.029066116,Medium / Monitor
0.5817479,0.025152033,Medium / Monitor
0.41049242,0.017861828,Medium / Monitor
0.5353453,0.019548964,Medium / Monitor
0.37196118,0.019903343,Medium / Monitor
0.48246557,0.019029493,Medium / Monitor
0.36317194,0.017902484,Medium / Monitor
0.4572732,0.019685514,Medium / Monitor
0.5832366,0.024793107,Medium / Monitor
0.51658905,0.020856056,Medium / Monitor
0.3460393,0.035492178,Medium / Monitor
0.67490965,0.011203938,Medium / Monitor
0.53544486,0.0222529,Medium / Monitor
0.44509688,0.023650276,Medium / Monitor
0.43229342,0.022035317,Medium / Monitor
0.36447868,0.022784626,Medium / Monitor
0.13956785,0.011655804,Low Risk
0.1809796,0.022985881,Low Risk
0.39479318,0.014218842,Medium / Monitor
0.45845854,0.042596154,Medium / Monitor
0.16965093,0.034612883,Low Risk
0.5612374,0.018631786,Medium / Monitor
0.44622153,0.025217034,Medium / Monitor
0.43488342,0.017176667,Medium / Monitor
0.4981674,0.019661486,Medium / Monitor
0.50894475,0.044158403,Medium / Monitor
0.3292306,0.024890812,Medium / Monitor
0.44620168,0.03470671,Medium / Monitor
0.39973295,0.019269029,Medium / Monitor
0.41408864,0.026479568,Medium / Monitor
0.10818473,0.042328622,Low Risk
0.3175307,0.04123148,Medium / Monitor
0.17623615,0.01949072,Low Risk
0.33177426,0.020650368,Medium / Monitor
0.3059557,0.033629004,Medium / Monitor
0.6961986,0.00874667,Medium / Monitor
0.47362566,0.013985275,Medium / Monitor
0.3622802,0.014492136,Medium / Monitor
0.40904486,0.019282084,Medium / Monitor
0.16864648,0.028890496,Low Risk
0.31814307,0.037249908,Medium / Monitor
0.41595396,0.015610868,Medium / Monitor
0.6230891,0.019263292,Medium / Monitor
0.69698024,0.03513988,Medium / Monitor
0.35628933,0.014935293,Medium / Monitor
0.54840404,0.01997175,Medium / Monitor
0.42509124,0.01848407,Medium / Monitor
0.4102344,0.045060225,Medium / Monitor
0.6871395,0.013169866,Medium / Monitor
0.5078927,0.07272308,Medium / Monitor
0.4890191,0.020464145,Medium / Monitor
0.61241513,0.022915302,Medium / Monitor
0.5437327,0.018436171,Medium / Monitor
0.5129367,0.020770047,Medium / Monitor
0.5015615,0.025961379,Medium / Monitor
0.38848564,0.023556616,Medium / Monitor
0.48875853,0.020678626,Medium / Monitor
0.47963196,0.012417762,Medium / Monitor
0.35352567,0.04225063,Medium / Monitor
0.52300084,0.041233987,Medium / Monitor
0.1871566,0.026220378,Low Risk
0.56954503,0.014988029,Medium / Monitor
0.6668197,0.012526331,Medium / Monitor
0.44472018,0.024115954,Medium / Monitor
0.33485073,0.044343572,Medium / Monitor
0.6218172,0.025623672,Medium / Monitor
0.17926522,0.02286165,Low Risk
0.763394,0.011888644,High Risk (Confident)
0.380184,0.030755868,Medium / Monitor
0.5627886,0.018843316,Medium / Monitor
0.60658205,0.03070202,Medium / Monitor
0.16744238,0.013490315,Low Risk
0.31694886,0.027587378,Medium / Monitor
0.68442845,0.019619564,Medium / Monitor
0.5201248,0.0469702,Medium / Monitor
0.41226503,0.01806612,Medium / Monitor
0.8029502,0.015432508,High Risk (Confident)
0.40187767,0.023796394,Medium / Monitor
0.66716886,0.015740078,Medium / Monitor
0.53150904,0.025572518,Medium / Monitor
0.40972558,0.019351533,Medium / Monitor
0.7740089,0.017880129,High Risk (Confident)
0.49252662,0.03795153,Medium / Monitor
0.62438446,0.018524807,Medium / Monitor
0.5353345,0.020081008,Medium / Monitor
0.46616337,0.03492781,Medium / Monitor
0.7020167,0.011054212,High Risk (Confident)
0.5805339,0.01961048,Medium / Monitor
0.52730983,0.01522498,Medium / Monitor
0.6199222,0.03252335,Medium / Monitor
0.60567755,0.016766619,Medium / Monitor
0.6451752,0.019733772,Medium / Monitor
0.29452693,0.011175812,Low Risk
0.5029973,0.020244392,Medium / Monitor
0.37349156,0.05691023,Medium / Monitor
0.6616977,0.019114695,Medium / Monitor
0.5049542,0.020713385,Medium / Monitor
0.46514437,0.052923217,Medium / Monitor
0.22998303,0.039083075,Low Risk
0.20957883,0.024393553,Low Risk
0.42517826,0.022360489,Medium / Monitor
0.57916003,0.015098074,Medium / Monitor
0.66510373,0.016149243,Medium / Monitor
0.4220273,0.01623228,Medium / Monitor
0.3793704,0.024439244,Medium / Monitor
0.32578406,0.025609773,Medium / Monitor
0.2536213,0.04489684,Low Risk
0.3589144,0.019526936,Medium / Monitor
0.3826254,0.014827175,Medium / Monitor
0.42116043,0.014435048,Medium / Monitor
0.6571689,0.016211256,Medium / Monitor
0.5263769,0.017490756,Medium / Monitor
0.44796246,0.016689338,Medium / Monitor
0.7107323,0.01446016,High Risk (Confident)
0.5166408,0.019593148,Medium / Monitor
0.22117616,0.0394969,Low Risk
0.60181344,0.019397747,Medium / Monitor
0.46547702,0.042349678,Medium / Monitor
0.6766762,0.0110938465,Medium / Monitor
0.4073169,0.016039237,Medium / Monitor
0.5474326,0.03407978,Medium / Monitor
0.34704965,0.056009132,Medium / Monitor
0.28268403,0.07209683,Low Risk
0.6343752,0.020002602,Medium / Monitor
0.421962,0.019145543,Medium / Monitor
0.20036551,0.044014275,Low Risk
0.20190205,0.046627328,Low Risk
0.49837002,0.01088417,Medium / Monitor
0.14233737,0.05767656,Low Risk
0.23205683,0.033024747,Low Risk
0.49099523,0.03297354,Medium / Monitor
0.762529,0.011357109,High Risk (Confident)
0.73088664,0.013590316,High Risk (Confident)
0.672717,0.016170552,Medium / Monitor
0.5443962,0.025153914,Medium / Monitor
0.46529168,0.018271238,Medium / Monitor
0.2894136,0.023278166,Low Risk
0.57979596,0.016497085,Medium / Monitor
0.05419567,0.013228418,Low Risk
0.43290314,0.021074882,Medium / Monitor
0.72026473,0.01634471,High Risk (Confident)
0.44508892,0.016817443,Medium / Monitor
0.6637758,0.030812012,Medium / Monitor
0.62991434,0.03485453,Medium / Monitor
0.70520747,0.012900924,High Risk (Confident)
0.6634702,0.018782498,Medium / Monitor
0.27226242,0.01876332,Low Risk
0.42153516,0.019877143,Medium / Monitor
0.4523319,0.01974377,Medium / Monitor
0.7432582,0.014479913,High Risk (Confident)
0.18081479,0.029325206,Low Risk
0.095078066,0.02434557,Low Risk
0.7214555,0.018458424,High Risk (Confident)
0.5285272,0.017170785,Medium / Monitor
0.5616121,0.03376907,Medium / Monitor
0.43990058,0.023567032,Medium / Monitor
0.41465166,0.019704357,Medium / Monitor
0.33420116,0.01957134,Medium / Monitor
0.26890463,0.016367098,Low Risk
0.6351441,0.031282585,Medium / Monitor
0.13397236,0.013886066,Low Risk
0.39170393,0.0226918,Medium / Monitor
0.53567624,0.013815855,Medium / Monitor
0.5026844,0.018698204,Medium / Monitor
0.56873536,0.025451025,Medium / Monitor
0.5075162,0.019702353,Medium / Monitor
0.724736,0.011861211,High Risk (Confident)
0.50660956,0.024443112,Medium / Monitor
0.46011242,0.019128487,Medium / Monitor
0.56743664,0.016371911,Medium / Monitor
0.34300703,0.019039214,Medium / Monitor
0.5295141,0.016936006,Medium / Monitor
0.40624103,0.019096574,Medium / Monitor
0.5905447,0.015537154,Medium / Monitor
0.8178381,0.011203596,High Risk (Confident)
0.5561642,0.021112004,Medium / Monitor
0.4547952,0.032160096,Medium / Monitor
0.6757122,0.022434423,Medium / Monitor
0.27205545,0.023846297,Low Risk
0.4497347,0.018159213,Medium / Monitor
0.5658015,0.02004843,Medium / Monitor
0.23775114,0.033131275,Low Risk
0.4420177,0.022430478,Medium / Monitor
0.49918392,0.019023642,Medium / Monitor
0.36366388,0.014494363,Medium / Monitor
0.5757374,0.022735517,Medium / Monitor
0.501643,0.024308838,Medium / Monitor
0.6518558,0.015914071,Medium / Monitor
0.3542614,0.01856404,Medium / Monitor
0.8508551,0.010229187,High Risk (Confident)
0.5499897,0.01876627,Medium / Monitor
0.36620203,0.013885375,Medium / Monitor
0.42934674,0.016801143,Medium / Monitor
0.604707,0.01916557,Medium / Monitor
0.23315269,0.01903731,Low Risk
0.35861555,0.012375325,Medium / Monitor
0.52479106,0.017522229,Medium / Monitor
0.65452135,0.017203314,Medium / Monitor
0.4073573,0.021725468,Medium / Monitor
0.3307565,0.025846448,Medium / Monitor
0.156737,0.024142645,Low Risk
0.5984202,0.011942714,Medium / Monitor
0.174574,0.013033529,Low Risk
0.38403568,0.0432014,Medium / Monitor
0.4026138,0.026461307,Medium / Monitor
0.5851026,0.025581643,Medium / Monitor
0.22393094,0.024878526,Low Risk
0.26948205,0.02536667,Low Risk
0.35320476,0.014038884,Medium / Monitor
0.53883433,0.015308737,Medium / Monitor
0.7101392,0.013335665,High Risk (Confident)
0.52805185,0.022932641,Medium / Monitor
0.55777997,0.0233386,Medium / Monitor
0.14300205,0.037899718,Low Risk
0.08077369,0.015015408,Low Risk
0.49298993,0.031228155,Medium / Monitor
0.5790083,0.017668786,Medium / Monitor
0.40067512,0.032148656,Medium / Monitor
0.32041013,0.018679764,Medium / Monitor
0.53419584,0.025433477,Medium / Monitor
0.6049629,0.014728637,Medium / Monitor
0.6428516,0.02054049,Medium / Monitor
0.2930738,0.019509194,Low Risk
0.4660215,0.025411174,Medium / Monitor
0.64527684,0.015935725,Medium / Monitor
0.4904081,0.08813791,Medium / Monitor
0.40571964,0.025999755,Medium / Monitor
0.60466295,0.017348234,Medium / Monitor
0.4148629,0.01270451,Medium / Monitor
0.37447205,0.031345453,Medium / Monitor
0.40042412,0.039048903,Medium / Monitor
0.67658705,0.022370303,Medium / Monitor
0.4864688,0.02268802,Medium / Monitor
0.20565279,0.01983208,Low Risk
0.1529565,0.020396186,Low Risk
0.78368455,0.014145588,High Risk (Confident)
0.27006927,0.015284006,Low Risk
0.66524607,0.02190046,Medium / Monitor
0.28909025,0.026681354,Low Risk
0.37079513,0.0632528,Medium / Monitor
